-1.2117474233394876 2.679142973880682 -1.6008839107739183                  
-1.2117474233394876 2.679142973880682 -1.6008839107739183 1.182172016059925 -0.5772768140674374 1.5349823286118138 1.218163673887555 -0.9662063836758518 -0.057880779252531156            
-1.2117474233394876 2.679142973880682 -1.6008839107739183 1.182172016059925 -0.5772768140674374 1.5349823286118138 1.218163673887555 -0.9662063836758518 -0.057880779252531156 -1.0997370372676858 1.425388675179462 2.876977068578312 -1.601429013459821 1.25923422457582 2.9458184153031284      
-1.2117474233394876 2.679142973880682 -1.6008839107739183 1.182172016059925 -0.5772768140674374 1.5349823286118138 1.218163673887555 -0.9662063836758518 -0.057880779252531156 -1.0997370372676858 1.425388675179462 2.876977068578312 -1.601429013459821 1.25923422457582 2.9458184153031284 -2.0739476084982544 -1.0663147462818703 0.03619613681573335 -2.49466343269327 -1.092910581850773 0.06914566060983926
-1.2117474233394876 2.679142973880682 -1.6008839107739183                  
-1.2117474233394876 2.679142973880682 -1.6008839107739183 1.182172016059925 -0.5772768140674374 1.5349823286118138 1.218163673887555 -0.9662063836758518 -0.057880779252531156            
-1.2117474233394876 2.679142973880682 -1.6008839107739183 1.182172016059925 -0.5772768140674374 1.5349823286118138 1.218163673887555 -0.9662063836758518 -0.057880779252531156 -1.0997370372676858 1.425388675179462 2.876977068578312 -1.601429013459821 1.25923422457582 2.9458184153031284      
-1.2117474233394876 2.679142973880682 -1.6008839107739183 1.182172016059925 -0.5772768140674374 1.5349823286118138 1.218163673887555 -0.9662063836758518 -0.057880779252531156 -1.0997370372676858 1.425388675179462 2.876977068578312 -1.601429013459821 1.25923422457582 2.9458184153031284 -2.0739476084982544 -1.0663147462818703 0.03619613681573335 -2.49466343269327 -1.092910581850773 0.06914566060983926
-1.2117459554680254 2.654024555894977 -1.6032997297199865                  
-1.2117459554680254 2.654024555894977 -1.6032997297199865 1.1765553596784109 -0.5653835955558022 1.530869122074197 1.2415429878839745 -0.9670442173522531 -0.059593840830096945            
-1.2117459554680254 2.654024555894977 -1.6032997297199865 1.1765553596784109 -0.5653835955558022 1.530869122074197 1.2415429878839745 -0.9670442173522531 -0.059593840830096945 -1.1423769603432388 1.4240926209877003 2.87345630191416 -1.6246390087297717 1.2629148637673513 2.9433174218515203      
-1.2117459554680254 2.654024555894977 -1.6032997297199865 1.1765553596784109 -0.5653835955558022 1.530869122074197 1.2415429878839745 -0.9670442173522531 -0.059593840830096945 -1.1423769603432388 1.4240926209877003 2.87345630191416 -1.6246390087297717 1.2629148637673513 2.9433174218515203 -2.082628305012698 -1.0771939182147472 0.03270628018110415 -2.493838256096511 -1.0928481336822315 0.06810127917275523
-1.2117459554680254 2.654024555894977 -1.6032997297199865                  
-1.2117459554680254 2.654024555894977 -1.6032997297199865 1.1765553596784109 -0.5653835955558022 1.530869122074197 1.2415429878839745 -0.9670442173522531 -0.059593840830096945            
-1.2117459554680254 2.654024555894977 -1.6032997297199865 1.1765553596784109 -0.5653835955558022 1.530869122074197 1.2415429878839745 -0.9670442173522531 -0.059593840830096945 -1.1423769603432388 1.4240926209877003 2.87345630191416 -1.6246390087297717 1.2629148637673513 2.9433174218515203      
-1.2117459554680254 2.654024555894977 -1.6032997297199865 1.1765553596784109 -0.5653835955558022 1.530869122074197 1.2415429878839745 -0.9670442173522531 -0.059593840830096945 -1.1423769603432388 1.4240926209877003 2.87345630191416 -1.6246390087297717 1.2629148637673513 2.9433174218515203 -2.082628305012698 -1.0771939182147472 0.03270628018110415 -2.493838256096511 -1.0928481336822315 0.06810127917275523
-1.2123125757444022 2.6291491477294615 -1.6050313377832632                  
-1.2123125757444022 2.6291491477294615 -1.6050313377832632 1.1765553596784109 -0.5653835955558022 1.530869122074197 1.2650093226386645 -0.967607098009732 -0.06252434869284731            
-1.2123125757444022 2.6291491477294615 -1.6050313377832632 1.1765553596784109 -0.5653835955558022 1.530869122074197 1.2650093226386645 -0.967607098009732 -0.06252434869284731 -1.1423769603432388 1.4240926209877003 2.87345630191416 -1.6479143669315848 1.266550126443581 2.9399061309890913      
-1.2123125757444022 2.6291491477294615 -1.6050313377832632 1.1765553596784109 -0.5653835955558022 1.530869122074197 1.2650093226386645 -0.967607098009732 -0.06252434869284731 -1.1423769603432388 1.4240926209877003 2.87345630191416 -1.6479143669315848 1.266550126443581 2.9399061309890913 -2.082628305012698 -1.0771939182147472 0.03270628018110415 -2.495113937723927 -1.0927891008639485 0.07031156321706784
-1.2123125757444022 2.6291491477294615 -1.6050313377832632                  
-1.2123125757444022 2.6291491477294615 -1.6050313377832632 1.2588392318406414 -0.59358852238858 1.5008943055853865 1.2650093226386645 -0.967607098009732 -0.06252434869284731            
